"distance","Altitude","color_packed","intensity","Classification","coords"
"564.75","1044.0810","50 50 48","54","6","2552801.303617 1216803.810219"
"568.07","1045.5220","54 53 51","95","6","2552804.706617 1216802.357219"
"570.68","1034.2470","70 65 60","214","2","2552808.701617 1216802.367219"
"570.79","1036.9240","68 62 56","201","22","2552806.535617 1216800.347219"
"570.86","1042.8860","103 99 84","39","6","2552807.525617 1216801.104219"
"571.09","1044.4620","147 136 120","230","6","2552804.916617 1216798.546219"
"571.32","1042.4890","144 125 104","76","6","2552808.380937 1216801.235219"
"571.32","1042.4890","144 125 104","76","6","2552808.380617 1216801.235219"
"571.73","1034.2370","134 116 97","101","2","2552806.0649369997 1216798.6982190001"
"571.73","1034.2370","134 116 97","101","2","2552806.064617 1216798.698219"
"571.78","1040.4980","134 118 98","180","22","2552805.519617 1216798.157219"
"572.26","1034.2670","139 124 102","214","2","2552805.436617 1216797.451219"
"574.71","1034.5070","67 57 45","21","3","2552810.275617 1216798.400219"
"576.53","1034.1030","141 133 111","227","3","2552808.610617 1216794.553219"
"578.77","1033.5260","85 87 41","99","3","2552812.752617 1216795.168219"
"579.17","1033.5060","116 118 72","143","3","2552812.9369369997 1216794.802219"
"579.17","1033.5060","116 118 72","143","3","2552812.936617 1216794.802219"
"580.66","1033.4100","116 111 86","120","3","2552811.115617 1216791.252219"
"583.04","1033.0730","122 118 97","213","3","2552815.055617 1216791.515219"
"586.79","1034.6420","93 88 59","56","5","2552817.442617 1216788.617219"
"587.03","1030.4170","68 65 43","208","23","2552819.093617 1216789.728219"
"587.12","1030.8810","61 55 43","169","23","2552816.033617 1216786.968219"
"587.16","1038.1420","64 63 52","225","5","2552815.388617 1216786.360219"
"589.51","1027.8020","73 69 59","253","7","2552818.996617 1216786.366219"
"592.11","1033.8920","61 60 62","3","14","2552818.360617 1216782.380219"
"593.1","1027.6980","59 61 62","215","7","2552822.871617 1216784.971219"
"593.11","1027.7630","61 62 63","191","7","2552819.718617 1216782.235219"
"593.33","1027.7310","60 61 62","210","7","2552822.008937 1216783.928219"
"593.33","1027.7310","60 61 62","210","7","2552822.0086169997 1216783.928219"
"596.59","1038.0110","55 56 57","206","22","2552824.817617 1216782.045219"
"596.95","1037.8660","54 55 57","211","22","2552824.9819369996 1216781.716219"
"598.46","1031.9680","55 56 58","56","22","2552826.214617 1216780.779219"
"598.58","1028.3810","60 61 64","14","22","2552824.519617 1216779.151219"
"598.59","1034.8770","60 62 64","95","22","2552824.172617 1216778.843219"
"598.61","1035.0890","60 61 64","25","22","2552824.505937 1216779.104219"
"598.61","1035.0890","60 61 64","25","22","2552824.505617 1216779.104219"
"598.73","1031.3410","51 51 53","15","22","2552822.539617 1216777.249219"
"600.29","1043.2180","60 61 64","2","6","2552825.280617 1216777.546219"
"602.88","1045.4300","113 115 102","77","6","2552828.439617 1216776.867219"
"605.35","1046.7230","70 66 63","68","6","2552829.2439369997 1216774.289219"
"605.35","1046.7230","70 66 63","68","6","2552829.243617 1216774.289219"
"605.45","1046.7430","78 68 64","206","6","2552828.0086169997 1216773.0902190001"
"608.29","1044.2640","85 72 67","142","6","2552830.950617 1216771.874219"
"611.13","1036.7740","80 67 62","100","22","2552834.564617 1216771.252219"
"611.13","1041.9470","78 67 60","20","6","2552833.931617 1216770.708219"
"611.31","1034.0050","98 93 84","75","22","2552831.979617 1216768.776219"
"611.34","1029.6530","79 69 62","56","22","2552832.9709369997 1216769.597219"
"611.34","1029.6530","79 69 62","56","22","2552832.970617 1216769.597219"
"611.7","1038.6210","76 61 53","252","22","2552832.172617 1216768.424219"
"611.8","1029.6510","82 69 59","151","4","2552833.542617 1216769.481219"
"615.68","1027.1380","193 149 118","107","2","2552833.988617 1216764.742219"
"618.43","1029.1030","112 101 85","159","4","2552837.292617 1216763.954219"
"622.11","1028.0200","76 73 47","192","4","2552840.289617 1216761.691219"
"623.42","1033.4470","62 58 42","33","5","2552840.2586169997 1216759.924219"
"623.43","1027.2010","62 58 42","252","3","2552840.2499369998 1216759.901219"
"623.43","1027.2010","62 58 42","252","3","2552840.249617 1216759.901219"
"624.29","1033.9640","74 69 48","66","5","2552840.3229369996 1216758.828219"
"624.95","1029.7470","65 61 39","254","5","2552840.314617 1216757.955219"
"625.65","1026.3810","91 88 55","20","2","2552842.857617 1216759.224219"
"628.34","1022.6190","128 126 99","245","2","2552845.357617 1216757.837219"
"628.42","1028.7640","80 79 62","123","14","2552846.013617 1216758.292219"
"629","1029.2610","131 130 106","4","5","2552842.496617 1216754.482219"
"630.19","1032.4590","132 131 105","84","14","2552847.161617 1216756.945219"
"630.42","1022.5540","131 130 107","120","7","2552844.1336169997 1216754.019219"
"630.59","1032.4660","129 129 105","134","14","2552847.3489369997 1216756.5732190001"
"630.59","1032.4660","129 129 105","134","14","2552847.348617 1216756.573219"
"632.24","1022.4150","115 116 97","190","7","2552847.7719369996 1216754.759219"
"632.24","1022.4150","115 116 97","190","7","2552847.771617 1216754.759219"
"633.06","1022.4190","105 106 91","41","7","2552848.150617 1216754.006219"
"634.97","1022.4160","114 115 99","209","7","2552848.4309369996 1216751.723219"
"636.51","1022.3330","122 125 110","159","7","2552848.789617 1216750.002219"
"639.14","1022.1130","61 65 68","21","7","2552853.192617 1216750.330219"
"639.84","1022.2940","52 55 53","2","7","2552849.422617 1216746.147219"
"642.7","1022.2950","51 54 56","126","7","2552854.212617 1216746.502219"
"644.41","1022.2990","55 54 50","241","7","2552855.002937 1216744.928219"
"644.41","1022.2990","55 54 50","241","7","2552855.002617 1216744.928219"
"645.06","1023.8720","73 68 63","105","21","2552853.414617 1216742.694219"
"646.87","1030.6800","64 61 57","9","6","2552858.368617 1216744.587219"
"647.04","1021.1320","64 64 60","7","2","2552856.376617 1216742.641219"
"647.27","1026.5700","67 67 64","227","22","2552856.410617 1216742.364219"
"647.54","1030.7980","70 65 61","214","6","2552854.579937 1216740.418219"
"647.54","1030.7980","70 65 61","214","6","2552854.5796169997 1216740.418219"
"647.57","1030.8630","63 60 53","115","6","2552855.845617 1216741.482219"
"648.68","1031.6340","120 114 94","52","6","2552858.603937 1216742.392219"
"650.7","1033.0450","118 110 94","178","6","2552859.542617 1216740.532219"
"652.08","1033.6400","117 111 94","220","6","2552857.638617 1216737.069219"
"653.4","1032.5540","144 136 128","164","6","2552862.3719369997 1216739.410219"
"653.4","1032.5540","144 136 128","164","6","2552862.371617 1216739.410219"
"654.91","1031.5250","208 200 165","4","6","2552862.093617 1216737.171219"
"655.87","1021.4000","67 66 54","156","22","2552863.488617 1216737.114219"
"656.17","1025.6860","51 46 43","28","22","2552864.621617 1216737.691219"
"656.23","1025.4520","111 111 87","88","22","2552862.0819369997 1216735.424219"
"656.23","1025.4520","111 111 87","88","22","2552862.081617 1216735.424219"
"656.47","1023.9970","130 129 104","28","22","2552860.593617 1216733.8132190001"
"656.51","1027.7950","120 119 91","147","22","2552862.218617 1216735.170219"
"658.56","1020.5610","74 77 43","93","2","2552863.150617 1216733.269219"
"659.58","1024.1130","73 75 47","248","5","2552865.209617 1216733.702219"
"661.77","1020.5930","42 45 35","112","3","2552867.502617 1216732.789219"
"664.2","1026.0130","82 80 64","118","5","2552865.771617 1216728.083219"
"664.68","1020.6640","87 85 67","233","3","2552867.246617 1216728.711219"
"665.77","1023.3920","80 78 61","136","4","2552870.314617 1216729.934219"
"666.44","1028.6000","86 84 62","221","5","2552869.680617 1216728.498219"
"667.55","1029.8240","104 102 80","89","5","2552868.2609369997 1216725.8062190001"
"667.55","1029.8240","104 102 80","89","5","2552868.260617 1216725.806219"
"668.01","1029.3420","82 82 56","254","5","2552867.854617 1216724.847219"
"668.13","1020.4150","87 86 58","109","3","2552871.067617 1216727.4652190001"
"668.15","1025.4950","89 87 64","61","5","2552869.482617 1216726.059219"
"668.52","1020.4290","91 90 64","107","3","2552868.365617 1216724.606219"
"668.79","1023.1290","91 90 61","211","4","2552872.664937 1216727.971219"
"668.79","1023.1290","91 90 61","211","4","2552872.664617 1216727.971219"
"670.57","1023.6130","81 80 57","107","5","2552873.487617 1216726.333219"
"671.74","1018.4490","117 117 91","120","2","2552871.808617 1216723.323219"
"675.03","1018.2450","56 54 54","51","7","2552876.175617 1216722.755219"
"677.13","1018.1220","99 98 90","96","7","2552876.1839369996 1216719.982219"
"677.13","1018.1220","99 98 90","96","7","2552876.183617 1216719.982219"
"677.17","1018.1070","111 110 102","233","7","2552874.913617 1216718.8402190001"
"679.68","1017.8890","62 63 61","248","7","2552879.354617 1216719.354219"
"682.86","1018.6220","51 52 57","201","21","2552879.794617 1216715.5362190001"
"686.64","1019.0780","50 51 50","171","23","2552883.197617 1216713.472219"
"686.73","1019.0780","50 50 51","75","23","2552880.6219369997 1216711.137219"
"686.73","1019.0780","50 50 51","75","23","2552880.621617 1216711.137219"
"689.23","1029.7820","107 95 80","223","6","2552885.084617 1216711.684219"
"689.48","1029.7560","79 75 69","57","6","2552882.243617 1216708.901219"
"690.18","1023.5700","101 89 77","114","22","2552886.007617 1216711.225219"
"690.34","1019.7850","92 83 71","226","22","2552884.692617 1216709.881219"
"690.36","1025.5930","82 73 65","158","22","2552883.385617 1216708.725219"
"691.75","1033.4980","107 92 76","195","6","2552885.280617 1216708.522219"
"693.36","1036.4400","120 101 87","172","6","2552884.683617 1216705.884219"
"693.42","1017.8910","121 101 87","171","3","2552884.780617 1216705.887219"
"693.67","1025.3960","99 86 74","213","22","2552888.4769369997 1216708.7522190001"
"693.67","1025.3960","99 86 74","213","22","2552888.476617 1216708.752219"
"693.85","1021.2570","97 85 71","212","22","2552888.533617 1216708.559219"
"694.49","1030.7840","67 60 50","154","6","2552889.1336169997 1216708.232219"
"695.67","1033.3530","105 89 70","70","6","2552889.0339369997 1216706.593219"
"695.67","1033.3530","105 89 70","70","6","2552889.033617 1216706.593219"
"695.81","1033.9010","122 106 83","96","6","2552888.130617 1216705.620219"
"697.98","1020.7820","124 109 89","140","22","2552891.439617 1216705.614219"
"698.84","1030.7530","121 104 84","204","6","2552892.164617 1216705.097219"
"700.2","1033.9490","124 109 92","70","6","2552891.127617 1216702.4112190001"
"702.81","1031.9950","175 180 166","178","6","2552894.598617 1216701.955219"
"703.64","1025.6220","86 81 54","174","22","2552894.965617 1216701.181219"
"703.68","1018.8580","156 155 129","9","22","2552892.3689369997 1216698.881219"
"703.68","1018.8580","156 155 129","9","22","2552892.368617 1216698.881219"
"704.12","1026.0940","91 88 52","138","22","2552891.607617 1216697.644219"
"704.17","1022.1420","126 122 99","14","22","2552893.897617 1216699.562219"
"704.31","1018.6990","109 106 87","20","22","2552892.343617 1216698.026219"
"704.5","1029.9490","164 160 134","76","6","2552893.442617 1216698.731219"
"704.6","1018.5450","129 122 91","206","22","2552896.005617 1216700.816219"
"707.72","1017.2730","144 139 110","57","7","2552896.556617 1216697.157219"
"708.23","1024.9910","131 125 98","223","5","2552898.538617 1216698.202219"
"711.72","1017.2760","96 93 54","37","3","2552897.064617 1216692.310219"
"712.04","1017.1220","92 90 48","75","3","2552900.283617 1216694.668219"
"714.24","1024.3820","86 86 47","35","5","2552902.436617 1216693.627219"
"715.42","1017.0870","93 92 51","243","3","2552900.695617 1216690.556219"
"718","1016.9930","59 59 38","137","3","2552903.0309369997 1216689.1712190001"
"718","1016.9930","59 59 38","137","3","2552903.030617 1216689.171219"
"718.25","1016.9390","149 145 118","175","7","2552904.584617 1216690.1882190001"
"718.86","1016.9930","91 91 52","56","3","2552901.6949369996 1216686.881219"
"721.35","1020.5740","82 78 46","128","5","2552905.709617 1216687.053219"
"721.59","1016.7410","77 74 56","161","2","2552904.988617 1216686.116219"
"723.76","1013.3480","205 201 173","83","2","2552908.649617 1216686.408219"
"724.81","1013.1680","112 110 93","147","2","2552906.467617 1216683.137219"
"729.82","1012.9780","120 118 103","147","7","2552910.493617 1216679.992219"
"733.7","1014.3570","42 43 47","243","21","2552912.286617 1216676.414219"
"735.48","1012.6110","75 72 67","190","7","2552915.059937 1216676.4582190001"
"735.48","1012.6110","75 72 67","190","7","2552915.059617 1216676.458219"
"736.42","1012.6600","130 129 112","146","7","2552916.096617 1216676.114219"
"738.81","1013.6600","46 50 48","53","23","2552915.280617 1216672.255219"
"741.09","1021.4180","77 76 47","161","5","2552917.970617 1216671.562219"
"741.23","1011.6780","81 81 53","98","3","2552919.249617 1216672.489219"
"744.02","1017.7080","85 84 52","244","5","2552920.848617 1216670.174219"
"745.02","1022.0010","84 84 51","57","5","2552920.721617 1216668.742219"
"745.04","1016.0400","88 87 61","202","5","2552918.777617 1216667.039219"
"745.19","1019.7930","91 89 57","117","5","2552921.3919369997 1216669.099219"
"745.19","1019.7930","91 89 57","117","5","2552921.391617 1216669.099219"
"745.58","1011.6310","91 90 58","87","3","2552921.252617 1216668.471219"
"748.19","1011.4710","114 108 93","27","7","2552924.3209369997 1216667.6612190001"
"748.19","1011.4710","114 108 93","27","7","2552924.320617 1216667.6612190001"
"749.37","1015.0500","75 72 55","149","5","2552921.462617 1216663.640219"
"749.71","1011.4380","97 92 77","159","7","2552923.780617 1216665.198219"
"754.33","1027.1450","82 78 58","236","5","2552924.3769369996 1216659.598219"
"754.52","1016.4150","104 99 81","163","5","2552924.757617 1216659.674219"
"754.79","1024.0930","104 99 82","240","5","2552925.522617 1216659.981219"
"755.29","1011.4630","247 245 230","254","2","2552927.584617 1216661.104219"
"756.22","1020.2150","88 81 63","233","5","2552926.468617 1216658.9112190001"
"756.83","1011.3930","98 92 77","108","7","2552928.295937 1216659.679219"
"757.72","1013.7070","99 92 72","186","4","2552926.550617 1216657.002219"
"757.81","1019.8790","109 102 83","157","5","2552927.5309369997 1216657.722219"
"757.81","1019.8790","109 102 83","157","5","2552927.530617 1216657.722219"
"759.08","1017.4360","103 94 76","159","5","2552928.434617 1216656.830219"
"759.34","1023.3560","103 96 75","140","5","2552927.615617 1216655.776219"
"759.78","1011.4320","87 81 67","62","7","2552930.579937 1216657.762219"
"759.78","1011.4320","87 81 67","62","7","2552930.5796169997 1216657.762219"
"760.4","1011.4530","95 85 71","252","7","2552929.939617 1216656.381219"
"761.73","1014.1200","82 77 61","167","4","2552932.746617 1216657.049219"
"762.25","1020.3720","93 86 68","22","5","2552929.900617 1216653.910219"
"762.86","1017.5450","96 90 73","120","5","2552932.326617 1216655.198219"
"764.72","1011.5720","78 73 53","234","3","2552933.493617 1216653.752219"
"765.77","1020.3320","84 80 58","248","5","2552934.311617 1216653.069219"
"765.92","1017.5740","73 69 50","148","5","2552932.164617 1216651.018219"
"766.42","1015.4780","95 90 71","185","5","2552935.607617 1216653.323219"
"767.61","1011.4490","89 84 65","71","3","2552937.422617 1216653.327219"
"768.43","1013.8170","84 81 59","210","4","2552934.561617 1216649.772219"
"769.14","1021.9490","79 78 57","226","5","2552937.800617 1216651.627219"
"769.2","1018.2070","77 76 61","238","5","2552936.891617 1216650.759219"
"770.67","1015.1480","59 59 53","136","5","2552935.914937 1216647.974219"
"770.67","1015.1480","59 59 53","136","5","2552935.914617 1216647.974219"
"771.26","1011.3040","62 62 54","53","3","2552937.823617 1216648.843219"
"771.52","1021.5390","67 68 55","55","5","2552935.999617 1216646.931219"
"772.19","1016.9750","53 54 47","134","5","2552936.942617 1216646.850219"
"774.36","1020.2470","42 43 46","55","5","2552940.542617 1216647.099219"
"774.45","1013.4290","43 44 46","131","4","2552938.288617 1216645.029219"
"774.83","1011.7760","36 37 42","126","23","2552941.365617 1216647.184219"
"775.49","1021.2790","36 36 41","35","5","2552939.7889369996 1216644.951219"
"775.49","1021.2790","36 36 41","35","5","2552939.788617 1216644.951219"
"776.05","1017.1360","38 38 43","198","5","2552940.343617 1216644.691219"
"776.29","1020.8030","37 38 45","247","5","2552939.150617 1216643.3402190001"
"776.73","1009.5910","33 34 38","45","7","2552941.9229369997 1216645.157219"
"776.73","1009.5910","33 34 38","45","7","2552941.922617 1216645.157219"
"776.83","1009.5910","33 35 41","14","7","2552942.281937 1216645.331219"
"776.96","1009.5970","38 38 42","34","7","2552940.743617 1216643.839219"
"779.01","1012.1310","166 160 147","96","22","2552944.522617 1216644.393219"
"779.03","1016.3140","66 64 61","95","22","2552944.246617 1216644.133219"
"779.32","1012.7760","68 65 68","3","22","2552941.553617 1216641.418219"
"781.24","1021.4860","133 129 110","206","6","2552945.550617 1216642.329219"
"782.07","1021.3050","130 123 105","245","6","2552943.115617 1216639.137219"
"782.6","1025.7990","123 116 101","238","6","2552944.960937 1216640.028219"
"783.25","1023.4970","125 120 99","199","6","2552947.1219369997 1216641.0292190001"
"783.25","1023.4970","125 120 99","199","6","2552947.121617 1216641.029219"
"784.49","1023.7470","129 123 103","48","6","2552947.689617 1216639.887219"
"784.81","1025.8020","123 117 101","251","6","2552945.354617 1216637.445219"
"787.83","1025.8140","132 125 105","57","6","2552949.226617 1216636.799219"
"790.74","1025.8080","158 147 120","45","6","2552950.235937 1216633.822219"
"790.74","1025.8080","158 147 120","45","6","2552950.235617 1216633.822219"
"791.87","1025.7950","166 154 128","126","6","2552951.967617 1216633.833219"
"792.08","1025.7940","172 162 130","238","6","2552949.005617 1216630.991219"
"793.27","1021.3500","164 153 128","169","6","2552952.601617 1216632.526219"
"796.63","1014.9850","190 185 165","172","22","2552955.402617 1216630.506219"
"796.83","1016.7520","241 233 204","109","22","2552952.695617 1216627.901219"
"796.9","1011.6350","61 57 37","86","22","2552953.652617 1216628.631219"
"797.02","1007.9800","70 63 48","84","2","2552955.9029369997 1216630.424219"
"797.02","1007.9800","70 63 48","84","2","2552955.902617 1216630.424219"
"797.05","1021.4760","97 89 76","19","6","2552956.246617 1216630.674219"
"797.13","1021.5310","135 126 109","75","6","2552953.158617 1216627.904219"
"797.24","1007.9820","148 131 105","189","2","2552955.025617 1216629.377219"
"797.26","1021.5230","76 66 60","101","6","2552953.5479369997 1216628.066219"
"797.26","1021.5230","76 66 60","101","6","2552953.547617 1216628.066219"
"798.77","1007.8770","105 105 101","40","2","2552955.725937 1216627.963219"
"802.02","1007.6790","146 141 108","58","2","2552958.195617 1216625.793219"
"806.7","1007.5420","66 63 62","86","7","2552960.641617 1216621.725219"
"808.22","1007.5120","105 101 90","205","7","2552963.1929369997 1216621.920219"
"808.22","1007.5120","105 101 90","205","7","2552963.192617 1216621.920219"
"810.75","1007.4250","55 56 54","142","2","2552963.436617 1216618.789219"
"814.32","1021.8100","94 83 77","57","6","2552964.164617 1216614.695219"
"814.51","1007.6170","140 102 81","215","7","2552966.675617 1216616.613219"
"817.44","1021.8990","149 101 81","187","6","2552968.044617 1216613.928219"
"818.52","1007.1100","151 106 86","65","2","2552970.002617 1216614.195219"
"821.32","1022.3870","140 97 79","45","6","2552970.110617 1216610.589219"
"823.11","1006.4920","139 102 85","71","2","2552972.167937 1216610.001219"
"823.11","1006.4920","139 102 85","71","2","2552972.167617 1216610.001219"
"824.86","1006.2180","150 111 92","22","2","2552974.5086169997 1216609.705219"
"825.58","1022.8720","159 117 95","94","6","2552972.380617 1216606.921219"
"829.42","1009.4200","131 125 102","128","22","2552973.5086169997 1216602.810219"
"829.54","1005.8610","130 122 85","12","2","2552977.277617 1216605.914219"
"829.73","1023.2120","162 157 134","12","6","2552973.675617 1216602.549219"
"829.95","1021.6390","121 114 81","142","6","2552976.868617 1216605.018219"
"830.38","1005.7070","120 116 82","137","2","2552974.868617 1216602.718219"
"830.92","1005.7140","128 120 89","125","2","2552976.3349369997 1216603.2692190001"
"830.92","1005.7140","128 120 89","125","2","2552976.334617 1216603.269219"
"834.31","1007.7560","101 97 77","109","6","2552979.167617 1216601.238219"
"838.69","1007.7040","118 112 92","164","6","2552981.772937 1216597.704219"
"838.69","1007.7040","118 112 92","164","6","2552981.772617 1216597.704219"
"839.06","1007.7370","116 109 89","201","6","2552981.942617 1216597.360219"
"841.63","1005.0710","136 131 107","108","2","2552984.692617 1216596.343219"
"842.99","1004.9850","145 140 114","127","2","2552982.794617 1216592.9112190001"
"845.53","1004.8140","126 119 100","35","2","2552987.098617 1216593.266219"
"845.9","1004.8210","128 122 107","210","2","2552987.269937 1216592.924219"
"845.9","1004.8210","128 122 107","210","2","2552987.269617 1216592.924219"
"846.9","1004.7800","120 119 103","123","2","2552985.209617 1216589.830219"
"850.11","1004.6390","124 121 109","73","2","2552989.192617 1216589.018219"
"852.81","1004.6980","62 62 57","103","2","2552993.172617 1216588.900219"
"854.43","1004.7220","59 59 58","15","2","2552990.863617 1216584.759219"
"855.73","1007.5400","118 96 81","150","6","2552992.0559369996 1216584.070219"
"855.73","1007.5400","118 96 81","150","6","2552992.055617 1216584.070219"
"856.55","1007.8760","121 96 82","139","6","2552993.0796169997 1216583.867219"
"860.79","1008.7950","181 146 115","143","6","2552995.897617 1216580.708219"
"864.5","1007.2120","191 152 122","187","6","2552998.513617 1216578.060219"
"865.59","1006.6170","196 157 130","44","6","2552999.9429369997 1216577.857219"
"865.59","1006.6170","196 157 130","44","6","2552999.942617 1216577.857219"
"866.24","1003.4420","133 118 95","46","2","2552999.931617 1216576.988219"
"867.03","1003.4730","133 123 100","183","2","2552999.975937 1216575.973219"
"869.52","1003.6060","109 106 74","245","7","2552999.871617 1216572.600219"
"871.74","1003.4320","127 119 99","27","2","2553004.641617 1216573.784219"
"873.68","1005.2590","127 123 113","52","6","2553003.632617 1216570.345219"
"874.74","1005.2770","77 66 52","245","6","2553007.2579369997 1216572.0832190001"
"874.74","1005.2770","77 66 52","245","6","2553007.257617 1216572.083219"
"877.58","1005.2460","79 71 51","245","6","2553007.305617 1216568.370219"
"881.41","1005.2480","95 86 69","82","6","2553008.737617 1216564.544219"
"881.77","1005.2430","82 73 56","194","6","2553008.900937 1216564.2082190001"
"881.77","1005.2430","82 73 56","194","6","2553008.900617 1216564.208219"
"883.23","1002.7570","75 74 71","220","2","2553012.033617 1216564.995219"
"884.87","1002.6960","65 63 65","158","2","2553010.306617 1216561.335219"
"887.9","1002.4980","58 58 61","202","2","2553014.492617 1216560.9382190001"
"891.37","1002.2880","53 53 57","196","2","2553018.233617 1216559.595219"
"892.43","1002.1360","61 60 65","158","2","2553015.628617 1216555.932219"
"895.92","1002.2060","54 53 58","53","2","2553019.381617 1216554.562219"
"895.96","1002.2070","56 55 59","78","2","2553019.721937 1216554.803219"
"895.96","1002.2070","56 55 59","78","2","2553019.721617 1216554.803219"
"896.35","1018.3490","69 66 68","214","6","2553021.180617 1216555.558219"
"896.36","1018.2950","63 62 66","117","6","2553020.238937 1216554.723219"
"897.12","1018.6790","105 93 89","183","6","2553018.720617 1216552.406219"
"898.56","1019.8360","97 83 77","107","6","2553018.7439369997 1216550.5292190001"
"898.56","1019.8360","97 83 77","107","6","2553018.743617 1216550.529219"
"899.43","1020.8210","76 80 80","101","6","2553023.465617 1216553.460219"
"900.85","1021.9550","81 63 56","7","6","2553021.659617 1216550.022219"
"902.3","1026.0090","76 63 57","155","6","2553022.328617 1216548.680219"
"905.06","1023.6990","72 51 52","244","6","2553026.029617 1216548.238219"
"907.25","1024.5110","164 119 94","21","6","2553024.900617 1216544.357219"
"910.31","1024.2060","123 88 75","71","6","2553028.417937 1216543.357219"
"910.31","1024.2060","123 88 75","71","6","2553028.417617 1216543.357219"
"911.02","1023.1560","123 89 76","109","6","2553028.413617 1216542.417219"
"912","1021.2410","166 122 101","215","6","2553031.650617 1216543.923219"
"912.78","1017.2580","148 114 91","144","6","2553030.769617 1216542.124219"
"913.27","1016.9560","143 113 93","189","6","2553032.5649369997 1216543.025219"
"913.27","1016.9560","143 113 93","189","6","2553032.564617 1216543.025219"
"914.6","1000.8100","102 89 70","240","3","2553030.653937 1216539.613219"
"914.93","1003.6230","94 87 63","204","4","2553029.880937 1216538.5192190001"
"914.93","1003.6230","94 87 63","204","4","2553029.880617 1216538.519219"
"915.29","1003.6660","97 89 66","77","4","2553030.047617 1216538.181219"
"915.43","1000.9140","91 89 64","3","3","2553032.256617 1216539.908219"
"919.4","1000.6590","82 82 83","151","2","2553034.973617 1216537.013219"
"923.64","1001.3990","50 51 54","198","21","2553037.534617 1216533.620219"
"927.14","1000.1860","59 58 60","198","2","2553041.433617 1216532.357219"
"929.13","1001.6650","50 49 53","110","21","2553040.303617 1216528.758219"
"932","1000.2160","56 54 58","196","7","2553044.163617 1216528.302219"
"932.32","1017.1650","56 54 55","85","6","2553042.0879369997 1216526.076219"
"932.32","1017.1650","56 54 55","85","6","2553042.087617 1216526.076219"
"932.66","1000.2250","58 56 56","121","2","2553041.337617 1216524.989219"
"932.78","1000.5210","57 57 60","202","3","2553044.8039369998 1216527.816219"
"932.78","1000.5210","57 57 60","202","3","2553044.803617 1216527.816219"
"933.07","1019.1800","69 67 66","142","6","2553043.323617 1216526.157219"
"935.94","1020.4510","83 68 58","61","6","2553043.430617 1216522.462219"
"937.62","1020.9530","125 100 85","143","6","2553047.301617 1216523.576219"
"937.65","1024.6570","161 123 98","27","6","2553044.519617 1216521.141219"
"940.29","1021.9510","147 111 89","205","6","2553047.4429369997 1216520.174219"
"940.29","1021.9510","147 111 89","205","6","2553047.442617 1216520.174219"
"940.68","1021.7460","136 98 70","49","6","2553047.371617 1216519.595219"
"942.86","1020.4300","215 174 137","43","6","2553051.074617 1216519.914219"
"944.82","1018.8960","215 171 136","121","6","2553050.022617 1216516.413219"
"945.8","1017.7280","217 173 137","9","6","2553053.669617 1216518.276219"
"948","1016.6230","217 173 138","113","6","2553052.809617 1216514.623219"
"949.25","998.8850","209 176 148","64","3","2553054.899617 1216514.777219"
"949.27","1004.4430","63 55 45","186","5","2553052.2956169997 1216512.495219"
"949.59","1010.3810","97 70 57","115","5","2553054.103617 1216513.635219"
"950.07","1005.7190","76 71 61","209","5","2553056.2609369997 1216514.8672190001"
"950.07","1005.7190","76 71 61","209","5","2553056.260617 1216514.867219"
"951.53","1007.1110","83 79 68","190","5","2553056.581617 1216513.2152190001"
"953.13","997.5620","57 54 56","195","2","2553055.381617 1216510.066219"
"956.44","1008.7330","60 56 56","21","6","2553059.765617 1216509.481219"
"956.69","1008.7430","53 48 49","133","6","2553058.2949369997 1216507.8772190001"
"956.69","1008.7430","53 48 49","133","6","2553058.294617 1216507.877219"
"957","1008.7370","69 67 66","182","6","2553057.162617 1216506.491219"
"957.24","997.5620","70 66 60","136","2","2553060.105617 1216508.711219"
"960.66","1008.7800","119 113 101","26","6","2553061.385617 1216505.300219"
"964.6","1008.7770","132 128 110","251","6","2553064.367617 1216502.675219"
"967.65","1008.7180","128 121 104","133","6","2553064.235617 1216498.529219"
"967.7","1008.7320","126 119 102","177","6","2553065.772937 1216499.793219"
"967.7","1008.7320","126 119 102","177","6","2553065.772617 1216499.793219"
"969.88","1008.7260","121 116 103","45","6","2553068.246617 1216499.049219"
"970.98","997.4780","121 117 101","29","2","2553069.343617 1216498.5362190001"
"971.28","997.4960","114 109 94","28","2","2553066.1736169998 1216495.401219"
"971.84","997.4410","180 172 140","26","2","2553070.323937 1216498.245219"
"971.84","997.4410","180 172 140","26","2","2553070.323617 1216498.245219"
"974.21","998.4830","59 58 63","62","21","2553069.916617 1216494.770219"
"978.11","997.2100","122 119 108","92","2","2553072.865617 1216492.160219"
"981.8","997.2480","70 67 65","116","7","2553076.368617 1216490.309219"
"981.82","997.2900","72 69 69","115","7","2553073.365617 1216487.682219"
"983.11","997.3060","65 61 62","240","2","2553074.5159369996 1216486.979219"
"983.76","1000.6130","73 71 68","25","6","2553078.505617 1216489.570219"
"984.05","1000.5880","65 63 63","198","6","2553075.272617 1216486.383219"
"987.32","1000.6400","97 96 88","126","6","2553079.218617 1216485.472219"
"988.86","1000.6130","120 116 101","1","6","2553081.417937 1216485.347219"
"988.86","1000.6130","120 116 101","1","6","2553081.417617 1216485.347219"
"990.47","1000.1120","62 61 64","195","6","2553079.397617 1216481.469219"
