"distance","altitude","color_packed","intensity","classification","coords"
"76.45","479.9580","47 63 98","223","2","2561730.6840000004 1205242.746"
"76.45","479.9580","47 63 98","223","2","2561730.6840000004 1205242.746"
"76.47","480.0210","48 60 97","2","3","2561732.4680000003 1205243.526"
"76.49","483.6790","168 167 160","103","6","2561731.362 1205243.0050000001"
"76.58","479.9270","47 64 100","179","2","2561729.824 1205242.209"
"76.63","479.9870","51 67 104","112","31","2561730.0450000004 1205242.256"
"76.67","480.0140","48 66 101","68","31","2561729.5100000002 1205241.968"
"76.77","479.9630","46 59 94","243","31","2561732.2610000004 1205243.107"
"76.79","480.0220","46 59 94","255","31","2561731.636 1205242.8"
"76.79","480.0220","46 59 94","255","31","2561731.636 1205242.8"
"76.79","479.9870","46 60 95","111","18","2561730.6500000004 1205242.356"
"76.92","483.6580","158 157 160","90","6","2561730.247 1205242.028"
"76.98","483.6480","173 173 164","105","6","2561732.426 1205242.952"
"77.05","483.6870","157 157 160","205","6","2561730.879 1205242.171"
"77.1","479.9690","144 151 176","18","2","2561733.017 1205243.084"
"77.18","483.6510","157 155 150","30","6","2561731.2920000004 1205242.215"
"77.18","483.6510","157 155 150","30","6","2561731.2920000004 1205242.215"
"77.23","483.6760","158 158 160","15","6","2561732.9420000003 1205242.908"
"77.23","483.6750","158 158 160","15","6","2561732.9420000003 1205242.908"
"77.33","479.9930","221 226 233","169","2","2561729.8740000003 1205241.414"
"77.33","479.9940","206 207 205","179","2","2561731.713 1205242.239"
"77.63","483.6120","158 156 151","196","6","2561730.071 1205241.1670000001"
"77.63","483.6120","158 156 151","196","6","2561730.071 1205241.1670000001"
"77.75","483.6460","172 172 164","225","6","2561732.4740000004 1205242.131"
"77.88","483.6430","157 157 160","81","6","2561730.625 1205241.148"
"77.89","483.6310","179 179 170","167","6","2561730.051 1205240.876"
"78.04","483.6740","165 167 168","226","6","2561731.619 1205241.418"
"78.14","483.6260","163 162 155","189","6","2561733.341 1205242.094"
"78.41","483.6510","165 166 168","155","6","2561732.4110000003 1205241.374"
"78.56","483.6180","178 178 169","19","6","2561732.781 1205241.374"
"78.56","483.6180","178 178 169","19","6","2561732.781 1205241.374"
"78.79","483.4700","170 170 162","144","6","2561733.7780000004 1205241.57"
"78.81","483.5620","159 159 151","196","6","2561731.105 1205240.349"
"78.82","483.6650","132 134 144","221","6","2561731.3850000002 1205240.462"
"78.82","483.6650","132 134 144","221","6","2561731.3850000002 1205240.462"
"79","483.4770","172 171 164","112","6","2561731.065 1205240.116"
"79.32","483.5860","183 184 175","73","6","2561731.2600000002 1205239.857"
"79.33","483.6210","152 154 158","43","6","2561732.4080000003 1205240.359"
"79.44","483.6220","179 180 171","157","6","2561733.7630000003 1205240.861"
"79.48","483.6240","152 153 157","124","6","2561732.8320000004 1205240.394"
"79.82","483.6140","144 146 152","99","6","2561732.0110000004 1205239.641"
"79.97","483.6190","167 169 163","38","6","2561731.078 1205239.063"
"80.3","483.6790","144 145 153","145","6","2561732.2180000003 1205239.212"
"80.3","483.6790","144 145 153","145","6","2561732.2180000003 1205239.212"
"80.37","483.6120","144 143 142","178","6","2561733.0760000004 1205239.523"
"80.46","483.6530","157 158 156","217","6","2561733.923 1205239.807"
"80.46","483.6530","157 158 156","217","6","2561733.923 1205239.807"
"80.53","483.6530","156 158 156","51","6","2561731.7580000004 1205238.758"
"80.67","483.6430","156 158 156","43","6","2561731.4080000003 1205238.445"
"81.03","483.6530","143 142 142","82","6","2561733.328 1205238.915"
"81.12","483.6890","146 145 145","107","6","2561733.946 1205239.097"
"81.14","483.6460","141 139 140","109","6","2561732.952 1205238.626"
"81.14","483.6460","141 139 140","109","6","2561732.952 1205238.626"
"81.26","483.6770","150 151 153","186","6","2561732.3800000004 1205238.234"
"81.28","479.9630","139 139 139","105","2","2561733.9510000004 1205238.92"
"81.32","479.9940","136 138 139","128","18","2561734.409 1205239.087"
"81.43","479.9870","206 208 210","90","18","2561733.156 1205238.394"
"81.46","479.9840","216 217 219","28","2","2561732.3850000002 1205238.016"
"81.46","479.9840","216 217 219","28","2","2561732.3850000002 1205238.016"
"81.6","479.9410","165 167 176","210","2","2561731.4020000002 1205237.418"
"81.61","483.6670","137 135 136","195","6","2561731.375 1205237.394"
"81.61","483.6670","137 135 136","195","6","2561731.375 1205237.394"
"81.65","479.9820","54 62 77","249","2","2561733.973 1205238.519"
"81.65","483.7190","171 177 188","97","6","2561734.8940000003 1205238.945"
"81.72","479.9270","50 57 74","192","2","2561732.409 1205237.746"
"81.72","479.9270","50 57 74","192","2","2561732.409 1205237.746"
"81.79","479.9610","59 68 91","225","2","2561732.3880000003 1205237.653"
"81.83","479.9200","51 58 84","206","2","2561731.602 1205237.259"
"81.86","483.6890","139 137 138","94","6","2561733.5900000003 1205238.121"
"81.94","479.9270","44 52 72","150","2","2561733.773 1205238.111"
"81.96","483.6720","200 196 204","40","6","2561733.1300000004 1205237.8020000001"
"82","483.6840","212 212 214","62","6","2561731.5110000004 1205237.023"
"82.02","479.8810","39 44 59","218","2","2561733.24 1205237.783"
"82.02","483.7900","143 146 162","106","6","2561734.5080000004 1205238.356"
"82.11","483.7200","179 186 188","24","6","2561734.3680000002 1205238.202"
"82.12","483.7320","69 72 76","170","6","2561732.6070000003 1205237.394"
"82.49","482.7280","158 157 179","120","25","2561735.23 1205238.17"
"82.52","482.7520","138 140 156","249","25","2561734.7070000004 1205237.901"
"82.53","482.7680","46 49 67","25","25","2561734.007 1205237.573"
"82.61","482.6990","157 179 194","228","25","2561733.382 1205237.198"
"82.61","482.6990","157 179 194","228","25","2561733.382 1205237.198"
"82.64","482.7100","156 177 197","8","25","2561732.548 1205236.8"
"82.65","483.0420","79 80 96","82","25","2561735.3430000003 1205238.043"
"82.66","482.7710","109 110 131","212","25","2561732.923 1205236.942"
"82.73","479.3140","45 49 58","65","2","2561734.094 1205237.391"
"82.73","479.3140","45 49 58","65","2","2561734.094 1205237.391"
"82.74","479.3170","27 32 39","185","2","2561732.9200000004 1205236.85"
"82.74","479.3170","27 32 39","185","2","2561732.9200000004 1205236.85"
"82.77","482.9870","156 183 196","140","25","2561734.6870000004 1205237.6230000001"
"82.77","482.9870","156 183 196","140","25","2561734.6870000004 1205237.6230000001"
"82.85","479.4060","44 54 66","199","3","2561732.6270000003 1205236.597"
"82.91","479.4940","56 73 87","127","2","2561732.048 1205236.269"
"82.92","483.0900","134 133 145","202","25","2561735.4510000004 1205237.8"
"82.92","483.0900","134 133 145","202","25","2561735.4510000004 1205237.8"
"82.98","483.1140","157 182 197","51","25","2561734.5590000004 1205237.33"
"83.03","482.9530","173 202 211","116","25","2561735.2240000004 1205237.573"
"83.11","483.0570","82 88 102","241","25","2561733.1610000003 1205236.557"
"83.11","483.0570","82 88 102","241","25","2561733.1610000003 1205236.557"
"83.24","483.5130","69 73 97","172","25","2561732.0280000004 1205235.901"
"83.24","483.5130","69 73 97","172","25","2561732.0280000004 1205235.901"
"83.31","482.9690","162 188 200","60","25","2561732.48 1205236.023"
"83.32","482.9560","158 184 198","104","25","2561732.8910000003 1205236.207"
"83.32","482.9560","158 184 198","104","25","2561732.8910000003 1205236.207"
"83.35","483.5570","92 96 112","94","25","2561733.014 1205236.229"
"83.43","483.0760","109 114 128","6","25","2561733.96 1205236.567"
"83.51","482.9660","173 203 211","113","25","2561734.003 1205236.499"
"83.55","482.9770","173 202 211","66","25","2561734.8490000004 1205236.839"
"83.55","482.9770","173 202 211","66","25","2561734.8490000004 1205236.839"
"83.65","483.1150","110 115 128","143","25","2561734.4590000003 1205236.554"
"83.65","483.1150","110 115 128","143","25","2561734.4590000003 1205236.553"
"83.79","483.6260","253 253 245","103","25","2561732.466 1205235.496"
"83.87","482.9630","182 211 218","93","25","2561735.5390000003 1205236.796"
"83.97","483.1140","116 121 133","128","25","2561734.182 1205236.07"
"84.06","482.9250","174 203 211","159","25","2561734.467 1205236.107"
"84.09","483.1310","108 113 126","168","25","2561735.5280000004 1205236.553"
"84.23","483.3190","72 85 98","190","25","2561733.6160000004 1205235.533"
"84.23","483.3190","72 85 98","190","25","2561733.6160000004 1205235.533"
"84.23","482.9410","175 205 212","76","25","2561733.973 1205235.692"
"84.25","482.9610","167 195 205","39","25","2561735.2090000003 1205236.226"
"84.26","483.1240","118 122 135","114","25","2561735.213 1205236.219"
"84.27","482.9780","179 210 217","200","25","2561733.166 1205235.28"
"84.29","482.9610","187 217 223","92","25","2561732.443 1205234.935"
"84.29","482.9610","187 217 223","92","25","2561732.443 1205234.935"
"84.46","483.1380","120 127 139","106","25","2561734.7890000003 1205235.8090000001"
"84.55","482.9840","179 208 217","37","25","2561733.9200000004 1205235.32"
"84.66","483.4720","93 119 136","129","25","2561733.284 1205234.911"
"84.73","483.0740","113 116 128","234","25","2561736.186 1205236.143"
"84.73","483.0740","113 116 128","234","25","2561736.186 1205236.143"
"84.85","479.3210","255 255 255","209","2","2561733.628 1205234.857"
"84.87","483.0080","120 124 136","124","25","2561734.75 1205235.339"
"84.89","479.3000","207 228 227","246","2","2561735.6350000002 1205235.725"
"84.89","479.3000","207 228 227","246","2","2561735.6350000002 1205235.725"
"84.94","479.3210","252 251 251","120","2","2561732.73 1205234.354"
"84.98","479.3450","88 100 101","229","31","2561735.852 1205235.7210000001"
"85.14","483.0400","115 118 123","68","25","2561734.507 1205234.938"
"85.14","483.0400","115 118 123","68","25","2561734.507 1205234.938"
"85.16","483.0590","168 173 184","126","25","2561732.8880000003 1205234.182"
"85.16","479.2710","243 252 252","202","31","2561735.452 1205235.344"
"85.16","481.4010","255 255 255","122","25","2561736.362 1205235.749"
"85.16","483.1000","63 80 112","9","25","2561733.913 1205234.641"
"85.16","482.8520","200 202 198","36","25","2561736.0100000002 1205235.592"
"85.19","479.2660","231 243 243","199","2","2561734.578 1205234.912"
"85.19","479.2660","231 243 243","199","2","2561734.578 1205234.911"
"85.27","480.9510","106 120 119","89","25","2561736.1070000003 1205235.518"
"85.27","482.7670","196 199 205","49","25","2561734.48 1205234.778"
"85.27","480.9510","106 120 119","89","25","2561736.1070000003 1205235.518"
"85.27","482.7670","196 199 205","49","25","2561734.48 1205234.778"
"85.28","482.7390","178 179 191","24","25","2561735.791 1205235.364"
"85.38","482.5430","255 255 255","189","25","2561735.163 1205234.965"
"85.42","481.2510","154 137 142","59","25","2561733.3830000004 1205234.121"
"85.42","482.5260","156 144 148","103","25","2561733.382 1205234.117"
"85.42","481.1790","80 97 97","152","25","2561734.77 1205234.749"
"85.43","480.6260","243 254 254","12","25","2561734.6300000004 1205234.67"
"85.43","480.6260","243 254 254","12","25","2561734.6300000004 1205234.67"
"85.44","482.5710","255 255 255","104","25","2561733.9740000004 1205234.367"
"85.44","482.5710","255 255 255","104","25","2561733.9740000004 1205234.367"
"85.45","480.6520","154 148 152","78","25","2561733.699 1205234.229"
"85.45","480.6510","154 148 152","78","25","2561733.699 1205234.229"
"85.45","481.8110","243 238 240","149","25","2561732.933 1205233.888"
"85.47","480.6470","112 93 103","243","25","2561732.9420000003 1205233.871"
"85.5","479.2830","61 74 90","206","31","2561734.8060000003 1205234.675"
"85.53","479.3120","69 82 99","25","31","2561734.058 1205234.305"
"85.53","479.3120","69 82 99","25","31","2561734.058 1205234.305"
"85.68","479.2150","233 233 237","80","2","2561735.2060000002 1205234.655"
"85.71","479.2830","198 200 208","0","31","2561736.156 1205235.057"
"85.71","479.2830","198 200 208","0","31","2561736.156 1205235.057"
"85.93","479.2810","95 104 124","122","18","2561736.628 1205235.033"
"86.19","479.2230","81 95 116","112","2","2561734.578 1205233.812"
"86.35","479.3310","108 125 145","232","18","2561733.946 1205233.35"
"86.35","479.3310","108 125 145","232","18","2561733.946 1205233.35"
"86.47","479.3890","63 76 99","195","3","2561735.051 1205233.722"
"86.58","479.2100","85 101 127","183","18","2561736.2210000004 1205234.134"
"86.62","479.2610","105 121 144","150","31","2561733.869 1205233.026"
"86.91","479.0280","81 98 128","33","2","2561735.307 1205233.354"
"86.96","479.0190","77 93 120","175","2","2561736.291 1205233.742"
"87.07","479.0940","64 81 107","115","18","2561734.0530000003 1205232.614"
"87.15","479.0520","67 84 110","90","31","2561734.497 1205232.729"
"87.19","479.0760","67 85 111","135","18","2561735.1840000004 1205232.992"
"87.19","479.0760","67 85 111","135","18","2561735.1840000004 1205232.992"
"87.3","479.0620","62 80 113","229","18","2561737.1360000004 1205233.753"
"87.3","479.0620","62 80 113","229","18","2561737.1360000004 1205233.753"
"87.46","479.0140","57 73 102","18","31","2561734.1330000004 1205232.215"
"87.52","478.9770","56 73 101","228","2","2561736.4280000003 1205233.192"
"87.66","478.9970","63 80 112","229","31","2561734.5020000003 1205232.163"
"88.01","478.9490","64 80 110","96","2","2561737.0080000004 1205232.918"
"88.32","479.0300","60 79 111","193","31","2561735.233 1205231.776"
"88.51","478.9890","66 82 112","116","31","2561737.798 1205232.724"
"88.53","479.0420","50 67 99","92","18","2561735.95 1205231.864"
"88.56","478.9440","54 70 99","226","2","2561736.733 1205232.192"
"88.74","479.0180","51 69 101","4","18","2561734.6300000004 1205231.04"
"88.97","479.0670","53 70 103","74","18","2561736.288 1205231.533"
"88.97","479.0670","53 70 103","74","18","2561736.288 1205231.533"
"89.13","479.0090","60 76 104","43","31","2561735.473 1205230.992"
"89.13","479.0090","60 76 104","43","31","2561735.473 1205230.992"
"89.28","479.0090","56 72 102","137","31","2561734.7520000003 1205230.505"
"89.28","479.0090","56 72 102","137","31","2561734.7520000003 1205230.505"
"89.32","478.9960","62 78 107","108","2","2561738.102 1205231.974"
"89.33","479.0160","61 76 105","13","2","2561736.656 1205231.307"
"89.35","479.0310","65 82 112","93","31","2561737.5080000004 1205231.6770000001"
"89.36","479.0330","59 74 104","245","31","2561737.8060000003 1205231.795"
"89.36","479.0330","59 74 104","245","31","2561737.8060000003 1205231.795"
"89.44","479.0470","58 74 103","3","31","2561735.467 1205230.648"
"89.67","479.3310","65 81 108","93","31","2561736.96 1205231.073"
"89.73","479.3400","63 79 106","237","31","2561735.446 1205230.327"
"89.76","483.8090","186 197 207","127","6","2561737.96 1205231.425"
"89.82","479.4170","76 96 127","46","2","2561735.9820000003 1205230.462"
"89.82","479.6310","84 101 130","132","3","2561737.5250000004 1205231.161"
"89.87","483.8110","184 193 200","224","6","2561734.808 1205229.876"
"89.87","483.8110","184 193 200","224","6","2561734.808 1205229.876"
"89.93","483.7900","232 233 233","33","6","2561736.8090000004 1205230.719"
"89.96","479.6820","66 85 113","1","31","2561736.983 1205230.766"
"89.99","483.7680","200 201 203","207","6","2561735.318 1205229.975"
"90.07","479.6790","80 97 121","56","31","2561735.3430000003 1205229.908"
"90.18","483.7460","146 147 150","20","6","2561736.7720000003 1205230.432"
"90.18","483.7460","146 147 150","20","6","2561736.7720000003 1205230.432"
"90.36","479.7150","72 94 124","9","31","2561737.784 1205230.692"
"90.41","483.7320","141 145 155","79","6","2561737.8260000004 1205230.648"
"90.58","479.7470","67 85 117","139","31","2561736.2240000004 1205229.743"
"90.58","479.7470","67 85 117","139","31","2561736.2240000004 1205229.743"
"90.62","483.7060","137 137 140","161","6","2561736.875 1205229.989"
"90.63","479.6750","157 157 160","227","2","2561735.436 1205229.332"
"90.69","479.7630","64 84 114","217","2","2561738.159 1205230.493"
"90.69","479.7630","64 84 114","217","2","2561738.159 1205230.493"
"90.79","479.7800","66 84 117","139","31","2561736.6670000004 1205229.709"
"90.79","483.7200","145 146 149","185","6","2561736.236 1205229.513"
"90.95","483.7300","138 141 151","69","6","2561738.571 1205230.4000000001"
"90.96","483.6790","145 146 149","53","6","2561736.1890000002 1205229.31"
"91.1","479.7950","61 78 108","189","18","2561736.071 1205229.106"
"91.14","483.6750","140 140 144","212","6","2561735.551 1205228.82"
"91.16","483.6750","135 135 139","112","6","2561737.5790000004 1205229.718"
"91.16","483.6750","135 135 139","112","6","2561737.5790000004 1205229.718"
"91.33","479.7730","43 56 79","84","2","2561737.524 1205229.509"
"91.49","483.6800","135 135 139","36","6","2561738.804 1205229.91"
"91.51","479.7640","54 64 83","83","2","2561735.4910000004 1205228.396"
"91.51","479.7640","54 64 83","83","2","2561735.4910000004 1205228.396"
"91.53","479.7630","172 183 198","192","2","2561737.7970000003 1205229.411"
"91.62","483.6910","142 146 154","144","6","2561735.5100000002 1205228.276"
"91.64","479.8110","173 183 189","131","2","2561738.3170000003 1205229.526"
"91.76","479.8190","146 153 159","252","31","2561736.2260000003 1205228.4510000001"
"91.83","479.8710","134 136 145","45","2","2561737.075 1205228.756"
"91.83","479.8710","134 136 145","45","2","2561737.075 1205228.756"
"91.97","483.6720","137 137 141","72","6","2561736.1100000003 1205228.1670000001"
"91.97","483.6720","137 137 141","72","6","2561736.1100000003 1205228.1670000001"
"92.04","483.6700","149 150 152","165","6","2561737.673 1205228.793"
"92.04","483.6700","149 150 152","165","6","2561737.673 1205228.793"
"92.34","483.6390","152 154 156","161","6","2561736.6580000003 1205228.006"
"92.39","483.6790","159 164 164","112","6","2561739.25 1205229.124"
"92.48","483.6960","143 147 156","84","6","2561738.6440000003 1205228.746"
"92.58","483.6620","148 148 151","206","6","2561736.338 1205227.604"
"92.58","483.6620","148 148 151","206","6","2561736.338 1205227.604"
"92.68","483.6740","148 153 164","46","6","2561738.3000000003 1205228.377"
"92.78","483.6940","150 154 163","203","6","2561737.622 1205227.959"
"92.88","483.6550","154 157 158","217","6","2561736.703 1205227.44"
"93","483.6290","151 154 155","118","6","2561737.838 1205227.815"
"93.02","483.6940","138 140 151","131","6","2561736.102 1205227.011"
"93.28","483.5300","170 177 178","145","6","2561739.531 1205228.269"
"93.28","483.5300","170 177 178","145","6","2561739.531 1205228.269"
"93.36","483.5080","118 121 125","192","6","2561738.358 1205227.66"
"93.63","483.6500","119 120 127","109","6","2561737.1810000003 1205226.8260000001"
"93.8","483.6670","150 153 155","239","6","2561737.4910000004 1205226.786"
"93.8","483.6670","150 153 155","239","6","2561737.4910000004 1205226.786"
"93.81","483.6600","138 142 152","157","6","2561739.818 1205227.82"
"94.07","483.6610","156 159 160","161","6","2561739.582 1205227.432"
"94.07","483.6600","156 159 160","161","6","2561739.5820000004 1205227.432"
"94.08","483.6330","157 159 161","43","6","2561738.648 1205226.996"
"94.47","483.6480","152 153 156","178","6","2561736.952 1205225.8"
"94.61","483.6180","139 139 144","103","6","2561737.588 1205225.942"
"94.61","483.6180","139 139 144","103","6","2561737.588 1205225.942"
"94.75","483.6480","129 132 145","132","6","2561739.108 1205226.467"
"94.82","483.7010","145 147 151","122","6","2561739.767 1205226.692"
"94.85","483.6820","143 145 150","77","6","2561738.088 1205225.894"
"95.28","483.6770","136 135 140","208","6","2561739.173 1205225.914"
"95.29","483.6960","137 136 142","90","6","2561740.065 1205226.313"
"95.29","483.6960","137 136 142","90","6","2561740.065 1205226.313"
"95.36","483.6940","145 147 150","52","6","2561737.5900000003 1205225.118"
"95.84","483.7160","124 128 142","117","6","2561738.571 1205225.03"
"95.87","483.7080","127 130 145","188","6","2561739.3120000004 1205225.334"
"95.97","483.6920","144 145 149","206","6","2561737.7600000002 1205224.519"
"96.23","483.7030","138 140 147","31","6","2561740.19 1205225.334"
"96.38","483.7190","129 128 135","176","6","2561738.676 1205224.486"
"96.41","483.7030","123 122 131","252","6","2561737.4880000004 1205223.911"
"96.41","483.7030","123 122 131","252","6","2561737.4880000004 1205223.911"
"96.44","479.7730","123 125 134","114","2","2561738.79 1205224.469"
"96.45","483.7490","144 145 150","64","6","2561739.1350000002 1205224.611"
"96.45","483.7460","132 133 141","78","6","2561740.683 1205225.315"
"96.55","479.7150","114 122 141","54","2","2561740.3340000003 1205225.047"
"96.58","483.7970","118 118 136","57","6","2561740.913 1205225.276"
"96.7","479.7270","97 109 124","15","2","2561737.9570000004 1205223.803"
"96.7","479.6960","73 84 103","78","2","2561739.345 1205224.432"
"96.7","479.7270","97 109 124","15","2","2561737.9570000004 1205223.803"
"96.7","479.6960","73 84 103","78","2","2561739.345 1205224.432"
"96.73","479.6700","66 75 95","99","2","2561740.9340000004 1205225.121"
"96.76","479.7230","67 84 105","182","18","2561738.44 1205223.964"
"96.85","479.7010","53 69 93","244","18","2561740.119 1205224.624"
"96.97","483.7200","148 150 158","119","6","2561738.605 1205223.8090000001"
"97","483.8050","76 92 119","232","6","2561738.5900000003 1205223.771"
"97.15","483.7370","110 117 130","131","6","2561739.929 1205224.209"
"97.15","483.7370","110 117 130","131","6","2561739.929 1205224.209"
"97.15","482.4410","96 116 140","113","25","2561740.247 1205224.35"
"97.27","483.8550","63 80 113","110","6","2561738.909 1205223.614"
"97.31","483.6800","98 115 136","159","6","2561740.4420000003 1205224.263"
"97.35","482.5430","51 62 81","184","25","2561738.5160000003 1205223.351"
"97.35","482.5430","51 62 81","184","25","2561738.5160000003 1205223.351"
"97.49","482.5570","43 53 73","168","25","2561739.0820000004 1205223.455"
"97.49","482.5570","43 53 73","168","25","2561739.0820000004 1205223.455"
"97.54","482.3860","76 96 119","215","25","2561740.7580000004 1205224.158"
"97.57","482.6420","45 55 74","48","25","2561738.727 1205223.199"
"97.7","482.5500","122 144 165","92","25","2561740.327 1205223.783"
"97.95","482.5470","117 140 160","43","25","2561740.5450000004 1205223.611"
"97.96","478.9650","54 64 89","28","31","2561741.6330000004 1205224.084"
"98.01","478.9460","54 68 92","43","2","2561738.815 1205222.758"
"98.04","478.9630","60 75 104","223","31","2561740.3120000004 1205223.405"
"98.05","482.5280","116 141 161","233","25","2561741.4650000003 1205223.913"
"98.08","478.9490","62 78 107","85","2","2561739.551 1205223.011"
"98.21","482.5620","123 145 166","113","25","2561739.8060000003 1205222.984"
"98.22","478.9540","56 73 103","120","2","2561741.1330000004 1205223.573"
"98.23","478.9940","56 72 102","52","31","2561741.46 1205223.715"
"98.23","478.9940","56 72 102","52","31","2561741.46 1205223.715"
"98.27","482.5710","120 142 162","209","25","2561739.307 1205222.695"
"98.28","478.9470","55 71 101","6","2","2561739.949 1205222.972"
"98.28","478.9460","55 71 101","6","2","2561739.949 1205222.972"
"98.39","482.5400","122 145 166","251","25","2561738.858 1205222.359"
"98.39","482.5400","122 145 166","251","25","2561738.858 1205222.359"
"98.54","482.5540","123 146 165","129","25","2561738.345 1205221.969"
"98.57","478.9220","54 69 98","131","2","2561738.412 1205221.962"
"98.57","478.9220","54 69 98","131","2","2561738.412 1205221.962"
"98.74","478.9390","47 66 96","220","2","2561741.5730000003 1205223.202"
"98.8","482.5740","113 137 157","90","25","2561740.5990000004 1205222.697"
"98.83","482.5690","132 158 183","249","25","2561740.2010000004 1205222.489"
"98.85","478.9440","51 70 103","51","2","2561740.199 1205222.465"
"98.85","478.9720","48 67 98","108","2","2561740.9220000003 1205222.793"
"98.92","478.9970","48 67 100","35","31","2561739.325 1205221.996"
"99.09","482.5570","124 148 167","116","25","2561738.6700000004 1205221.503"
"99.09","482.3810","107 129 149","63","25","2561741.5590000004 1205222.81"
"99.09","482.5570","124 148 167","116","25","2561738.6700000004 1205221.503"
"99.09","482.3810","107 129 149","63","25","2561741.5590000004 1205222.81"
"99.18","478.9480","55 73 106","1","2","2561739.25 1205221.668"
"99.31","482.5620","79 103 131","219","25","2561740.807 1205222.232"
"99.44","482.6100","64 82 112","144","25","2561739.538 1205221.513"
"99.6","479.1940","255 255 255","213","3","2561739.4340000004 1205221.29"
"99.61","479.0310","62 81 114","163","2","2561740.6240000003 1205221.82"
"99.61","482.8860","52 71 96","101","25","2561741.244 1205222.101"
"99.64","479.0430","64 82 115","157","31","2561741.4820000003 1205222.171"
"99.64","479.0430","64 82 115","157","31","2561741.4820000003 1205222.171"
"99.66","479.0380","52 72 104","100","31","2561741.9960000003 1205222.388"
"99.69","479.2160","233 240 241","80","3","2561740.105 1205221.502"
"99.72","479.2080","71 80 85","159","3","2561741.2920000004 1205222.006"
"99.82","482.5380","80 96 113","226","25","2561740.713 1205221.631"
"99.84","479.0350","62 81 114","38","31","2561738.8710000003 1205220.778"
"99.89","479.1000","62 78 111","138","31","2561740.909 1205221.644"
"99.89","479.0950","55 74 108","172","31","2561740.023 1205221.246"
"99.89","479.1000","62 78 111","138","31","2561740.909 1205221.644"
"99.96","480.1800","165 177 187","241","25","2561742.3570000003 1205222.225"
"99.96","480.1800","165 177 187","241","25","2561742.3570000003 1205222.225"
"99.97","480.6820","198 208 209","252","25","2561740.2180000003 1205221.246"
"99.97","480.6820","198 208 209","252","25","2561740.2180000003 1205221.246"
"99.98","480.5780","56 63 65","245","25","2561741.395 1205221.766"
"99.98","480.5780","56 63 65","245","25","2561741.395 1205221.766"
"99.99","482.4580","151 165 173","145","25","2561739.8680000002 1205221.065"
"100.05","482.3720","255 255 255","152","25","2561741.4250000003 1205221.695"
"100.07","480.2300","80 86 92","144","25","2561739.6240000003 1205220.861"
"100.11","480.0740","237 241 245","184","25","2561740.5790000004 1205221.2480000001"
"100.11","480.0740","237 241 245","184","25","2561740.5790000004 1205221.2480000001"
"100.14","482.1630","255 255 255","39","25","2561739.0080000004 1205220.5050000001"
"100.14","482.1630","255 255 255","39","25","2561739.0080000004 1205220.5050000001"
"100.14","482.3880","255 255 255","167","25","2561739.345 1205220.664"
"100.28","479.1410","55 75 109","176","18","2561739.838 1205220.734"
"100.29","479.1870","68 85 117","243","18","2561739.9000000004 1205220.743"
"100.29","479.1870","68 85 117","243","18","2561739.9000000004 1205220.743"
"100.33","479.2660","64 86 118","213","3","2561740.72 1205221.07"
"100.38","479.1120","62 81 108","60","2","2561741.642 1205221.438"
"100.39","479.1870","65 82 114","112","18","2561741.696 1205221.445"
"100.48","479.1330","55 76 110","143","2","2561742.048 1205221.509"
"100.84","479.1530","57 73 98","173","2","2561740.6240000003 1205220.472"
"100.93","479.2440","51 70 102","62","18","2561742.3660000004 1205221.16"
"100.95","479.2110","58 76 102","144","3","2561741.271 1205220.641"
"101","479.2460","62 82 109","98","31","2561742.7660000003 1205221.266"
"101.1","479.2460","78 95 121","249","3","2561740.8510000003 1205220.2920000001"
"101.11","479.2370","47 66 99","34","31","2561740.0820000004 1205219.925"
"101.16","479.2220","46 65 98","99","31","2561742.0450000004 1205220.766"
"101.24","479.1550","57 75 103","110","2","2561742.98 1205221.097"
"101.25","479.2200","41 62 95","155","18","2561740.49 1205219.965"
"101.25","479.2200","41 62 95","155","18","2561740.49 1205219.965"
"101.29","479.1310","59 78 112","19","31","2561741.4650000003 1205220.354"
"101.3","481.0140","50 66 93","45","25","2561741.8460000004 1205220.523"
"101.31","480.9600","64 86 117","177","25","2561740.23 1205219.7750000001"
"101.31","480.9600","64 86 117","177","25","2561740.23 1205219.7750000001"
"101.36","482.0660","147 173 197","65","25","2561742.325 1205220.672"
"101.37","482.4050","178 205 223","116","25","2561742.575 1205220.7750000001"
"101.38","481.0230","44 64 87","46","25","2561740.986 1205220.046"
"101.38","481.0230","44 64 87","46","25","2561740.986 1205220.046"
"101.4","482.4150","172 195 212","194","25","2561741.8170000003 1205220.393"
"101.4","482.4150","172 195 212","194","25","2561741.8170000003 1205220.393"
"101.44","482.3860","164 194 210","223","25","2561741.338 1205220.141"
"101.48","479.1050","61 79 107","65","31","2561740.193 1205219.5790000001"
"101.52","479.1210","62 82 112","55","18","2561742.4680000003 1205220.557"
"101.52","479.1210","62 82 112","55","18","2561742.4680000003 1205220.557"
"101.52","479.1340","61 82 114","82","18","2561740.5930000003 1205219.714"
"101.52","479.1260","53 71 109","165","18","2561743.1500000004 1205220.871"
"101.54","482.5640","183 210 225","137","25","2561740.605 1205219.692"
"101.54","482.5640","183 210 225","137","25","2561740.605 1205219.692"
"101.79","479.1750","52 72 109","110","3","2561741.662 1205219.898"
"101.82","479.0280","49 68 106","90","2","2561741.983 1205220.013"
"101.83","482.9870","153 161 179","255","25","2561742.1810000003 1205220.087"
